CUSTOMER_ID,AGE,OCCUPATION,GENDER,FAMILY_SIZE,DURATION_OF_STAY
201902,34.0,Salaried,Male,3,8.0
200745,55.0,Small Business,Male,3,24.0
204713,43.0,Small Business,Male,3,9.0
201281,35.0,Salaried,Male,2,33.0
200153,45.0,Salaried,Male,2,15.0
202767,29.0,Small Business,Male,3,9.0
200790,33.0,Salaried,Male,2,11.0
200254,29.0,Small Business,Male,2,26.0
202435,37.62226512226512,Small Business,Female,3,26.0
201299,40.0,Salaried,Female,2,6.0
202858,25.0,Large Business,Female,4,7.0
203643,37.0,Salaried,Male,4,33.0
204674,54.0,Small Business,Female,3,9.0
201389,31.0,Salaried,Male,2,6.0
200814,40.0,Small Business,Male,2,20.0
204467,41.0,Small Business,Female,3,9.0
204786,34.0,Small Business,Female,3,32.0
201471,49.0,Salaried,Male,3,14.0
200051,37.62226512226512,Large Business,Male,2,11.0
202220,44.0,Small Business,Female,2,34.0
200610,27.0,Large Business,Male,2,11.0
204641,19.0,Salaried,Male,4,
202253,37.62226512226512,Large Business,Female,2,13.0
202360,54.0,Salaried,Female,2,7.0
202266,37.62226512226512,Large Business,Male,2,10.0
203613,28.0,Small Business,Female,3,15.0
201450,35.0,Salaried,Fe Male,2,32.0
204495,31.0,Salaried,Male,3,7.0
202723,51.0,Salaried,Male,4,11.0
204708,35.0,Salaried,Male,3,10.0
204697,42.0,Large Business,Female,3,14.0
202947,35.0,Salaried,Male,3,7.0
201020,37.62226512226512,Large Business,Male,3,6.0
204414,33.0,Salaried,Female,4,16.0
204576,21.0,Small Business,Female,3,9.0
204054,33.0,Small Business,Female,3,16.0
200245,31.0,Small Business,Male,3,9.0
201217,24.0,Small Business,Male,3,
204592,49.0,Small Business,Male,3,27.0
200427,60.0,Small Business,Female,3,34.0
203015,27.0,Salaried,Female,4,7.0
200246,33.0,Salaried,Female,3,11.0
201072,29.0,Salaried,Female,3,8.0
200330,43.0,Salaried,Female,2,16.0
201827,21.0,Large Business,Female,3,6.0
204767,20.0,Salaried,Male,3,16.0
204840,44.0,Salaried,Male,4,9.0
203883,37.0,Small Business,Female,4,10.0
201826,42.0,Salaried,Male,3,8.0
202509,56.0,Small Business,Female,3,15.0
201985,35.0,Salaried,Male,2,9.0
202298,18.0,Small Business,Male,3,14.0
201235,46.0,Salaried,Male,3,8.0
202436,58.0,Small Business,Female,3,27.0
203530,51.0,Small Business,Male,3,29.0
203936,35.0,Salaried,Female,3,14.0
200091,51.0,Small Business,Male,3,27.0
202696,30.0,Salaried,Male,3,22.0
203480,32.0,Salaried,Male,4,9.0
200908,33.0,Small Business,Male,2,16.0
202547,35.0,Salaried,Female,3,13.0
200434,31.0,Salaried,Male,2,15.0
203351,45.0,Small Business,Male,3,12.0
203076,43.0,Small Business,Male,3,9.0
203445,38.0,Small Business,Female,4,18.0
202386,46.0,Small Business,Male,3,28.0
200527,32.0,Small Business,Male,2,16.0
203373,29.0,Salaried,Male,3,9.0
200783,37.62226512226512,Large Business,Female,2,13.0
204366,46.0,Salaried,Male,4,9.0
202839,44.0,Small Business,Male,4,28.0
200670,27.0,Salaried,Female,3,10.0
200788,37.62226512226512,Salaried,Female,2,16.0
203107,22.0,Salaried,Female,4,25.0
201246,30.0,Salaried,Female,3,14.0
202461,23.0,Small Business,Male,4,23.0
201255,33.0,Salaried,Fe Male,3,22.0
204624,34.0,Salaried,Male,3,24.0
203518,34.0,Salaried,Male,4,15.0
200426,30.0,Small Business,Female,2,8.0
200208,40.0,Salaried,Male,3,
200069,37.62226512226512,Small Business,Male,3,15.0
201025,37.62226512226512,Small Business,Female,2,10.0
204413,34.0,Small Business,Male,3,15.0
200583,34.0,Salaried,Female,3,14.0
204523,44.0,Salaried,Male,4,21.0
202787,30.0,Small Business,Female,3,17.0
202091,36.0,Salaried,Male,2,6.0
201470,41.0,Salaried,Female,3,6.0
201039,34.0,Large Business,Female,2,15.0
202240,46.0,Small Business,Male,2,6.0
202015,30.0,Small Business,Male,3,33.0
203074,23.0,Salaried,Male,3,7.0
202848,29.0,Small Business,Male,4,24.0
202122,37.0,Small Business,Male,2,25.0
201310,58.0,Salaried,Male,2,21.0
202971,33.0,Small Business,Male,3,17.0
200651,47.0,Small Business,Female,2,
203584,45.0,Small Business,Female,3,14.0
204295,31.0,Large Business,Male,4,9.0
201595,26.0,Salaried,Female,2,12.0
201863,34.0,Small Business,Female,3,10.0
201911,42.0,Salaried,Male,3,11.0
202354,40.0,Large Business,Female,2,16.0
203346,28.0,Salaried,Male,4,11.0
202637,44.0,Small Business,Male,3,14.0
203071,53.0,Small Business,Female,3,32.0
201037,45.0,Large Business,Male,2,35.0
204437,51.0,Small Business,Male,4,35.0
200183,37.62226512226512,Small Business,Male,2,6.0
202130,58.0,Salaried,Male,2,8.0
204145,43.0,Large Business,Male,3,11.0
201388,32.0,Small Business,Female,2,21.0
203595,29.0,Small Business,Female,3,34.0
202571,20.0,Small Business,Male,3,29.0
200305,36.0,Salaried,Female,2,30.0
203581,23.0,Salaried,Female,3,33.0
203607,38.0,Small Business,Female,4,17.0
203959,42.0,Large Business,Female,3,19.0
202608,28.0,Small Business,Male,4,10.0
201326,32.0,Small Business,Male,2,8.0
201258,29.0,Large Business,Female,3,10.0
203900,36.0,Salaried,Male,4,25.0
203080,36.0,Salaried,Female,4,32.0
200939,32.0,Salaried,Male,3,
202847,42.0,Small Business,Male,3,7.0
203680,37.0,Small Business,Male,4,20.0
202603,35.0,Small Business,Female,4,9.0
202761,53.0,Small Business,Male,3,15.0
204665,51.0,Salaried,Female,4,7.0
200543,37.62226512226512,Small Business,Male,2,30.0
200136,51.0,Salaried,Male,2,14.0
204368,30.0,Large Business,Male,3,26.0
203548,30.0,Salaried,Male,4,16.0
204239,32.0,Salaried,Female,3,14.0
204412,23.0,Small Business,Male,4,13.0
204253,28.0,Small Business,Female,3,15.0
202405,32.0,Salaried,Female,2,9.0
202024,27.0,Small Business,Female,2,13.0
201958,37.62226512226512,Salaried,Female,2,8.0
204389,27.0,Small Business,Male,4,35.0
201154,47.0,Salaried,Female,3,32.0
203245,51.0,Salaried,Male,3,7.0
200356,42.0,Salaried,Male,3,8.0
201216,43.0,Small Business,Male,3,8.0
200872,33.0,Small Business,Female,2,
200842,28.0,Salaried,Female,3,18.0
202856,47.0,Small Business,Female,3,25.0
201846,51.0,Salaried,Female,2,20.0
204765,57.0,Large Business,Female,4,11.0
204519,39.0,Salaried,Male,2,19.0
201515,41.0,Large Business,Female,2,18.0
201955,27.0,Small Business,Female,3,12.0
202574,44.0,Small Business,Female,4,35.0
203378,26.0,Small Business,Female,3,7.0
201948,25.0,Small Business,Male,2,19.0
200379,55.0,Salaried,Female,3,8.0
201148,39.0,Small Business,Male,3,16.0
200522,37.0,Salaried,Male,3,
203695,31.0,Small Business,Male,4,22.0
203429,32.0,Small Business,Male,4,29.0
203136,33.0,Small Business,Female,4,10.0
200164,27.0,Small Business,Male,3,9.0
203533,38.0,Small Business,Male,3,20.0
201747,38.0,Small Business,Female,2,13.0
202867,31.0,Salaried,Female,4,29.0
203313,47.0,Salaried,Male,3,22.0
200134,26.0,Salaried,Female,3,31.0
200080,30.0,Salaried,Male,2,6.0
202582,26.0,Salaried,Male,3,35.0
203323,61.0,Small Business,Male,3,14.0
203158,51.0,Small Business,Male,4,7.0
202303,27.0,Salaried,Male,2,12.0
200907,44.0,Small Business,Male,2,11.0
204147,51.0,Small Business,Female,4,7.0
200730,30.0,Salaried,Female,3,14.0
204726,44.0,Salaried,Female,3,34.0
201115,34.0,Small Business,Male,2,13.0
204035,34.0,Small Business,Male,4,29.0
203369,43.0,Small Business,Female,4,14.0
204555,33.0,Salaried,Male,3,12.0
200592,47.0,Salaried,Female,2,8.0
201305,54.0,Small Business,Female,3,13.0
204743,34.0,Small Business,Fe Male,4,16.0
200690,31.0,Small Business,Female,2,18.0
201906,37.62226512226512,Small Business,Male,2,16.0
204567,51.0,Salaried,Male,4,9.0
203287,27.0,Small Business,Male,3,10.0
204062,42.0,Salaried,Male,4,16.0
203448,27.0,Salaried,Male,4,14.0
202809,47.0,Small Business,Female,2,14.0
204256,32.0,Small Business,Fe Male,3,14.0
203870,33.0,Salaried,Female,3,36.0
202248,46.0,Salaried,Female,3,
204706,34.0,Small Business,Female,3,36.0
200905,29.0,Salaried,Female,2,6.0
203436,40.0,Salaried,Male,4,32.0
202278,29.0,Salaried,Female,3,34.0
202643,39.0,Large Business,Male,3,36.0
203717,23.0,Small Business,Female,4,15.0
202088,37.62226512226512,Small Business,Male,3,8.0
202686,42.0,Salaried,Male,3,26.0
204087,31.0,Small Business,Male,4,16.0
200645,29.0,Small Business,Female,2,6.0
202950,38.0,Salaried,Male,3,10.0
202307,40.0,Small Business,Fe Male,2,15.0
202975,33.0,Salaried,Female,3,10.0
201068,28.0,Small Business,Male,2,8.0
202178,36.0,Large Business,Male,2,14.0
203016,30.0,Small Business,Female,4,34.0
200000,41.0,Salaried,Female,3,6.0
200770,46.0,Small Business,Male,2,6.0
201794,30.0,Small Business,Female,3,34.0
202769,32.0,Salaried,Female,3,14.0
200044,37.62226512226512,Small Business,Female,2,6.0
201674,38.0,Small Business,Male,3,35.0
200997,27.0,Salaried,Female,2,23.0
201141,30.0,Small Business,Male,2,13.0
200780,28.0,Large Business,Male,3,30.0
200772,56.0,Small Business,Female,3,15.0
203248,49.0,Small Business,Male,3,7.0
201953,37.62226512226512,Salaried,Male,2,31.0
203526,24.0,Salaried,Male,4,27.0
201081,35.0,Salaried,Fe Male,3,22.0
204540,33.0,Small Business,Female,4,15.0
200040,35.0,Salaried,Male,3,10.0
203775,49.0,Salaried,Male,4,17.0
200352,48.0,Small Business,Female,3,35.0
202981,28.0,Salaried,Male,3,17.0
200282,29.0,Salaried,Male,2,
203788,38.0,Small Business,Male,4,14.0
204341,61.0,Small Business,Female,4,35.0
204797,34.0,Small Business,Male,3,16.0
203653,61.0,Small Business,Male,4,7.0
201556,23.0,Large Business,Male,3,8.0
200348,42.0,Salaried,Female,2,29.0
201626,51.0,Small Business,Male,2,13.0
201485,29.0,Salaried,Female,2,27.0
202771,40.0,Small Business,Female,3,10.0
200891,44.0,Salaried,Female,3,8.0
202039,36.0,Salaried,Male,3,14.0
200256,42.0,Small Business,Female,2,8.0
201055,34.0,Small Business,Male,3,21.0
203359,22.0,Salaried,Female,3,17.0
203224,29.0,Large Business,Male,4,31.0
200789,44.0,Small Business,Male,3,6.0
201379,27.0,Salaried,Female,2,28.0
200262,32.0,Large Business,Male,2,8.0
200647,35.0,Large Business,Male,3,31.0
203537,43.0,Salaried,Male,3,9.0
202861,41.0,Salaried,Female,4,9.0
201344,37.0,Small Business,Male,3,
201637,30.0,Salaried,Female,2,11.0
204102,35.0,Salaried,Male,3,9.0
204866,32.0,Small Business,Male,4,20.0
200490,38.0,Salaried,Female,2,6.0
201914,37.62226512226512,Small Business,Female,2,8.0
202319,43.0,Small Business,Female,2,15.0
201124,39.0,Small Business,Male,2,12.0
200704,35.0,Salaried,Male,3,9.0
201155,39.0,Small Business,Male,3,9.0
202383,45.0,Small Business,Male,2,19.0
201766,18.0,Small Business,Male,2,9.0
203692,28.0,Small Business,Female,4,15.0
201671,49.0,Salaried,Male,3,24.0
204653,28.0,Salaried,Female,3,9.0
200144,32.0,Small Business,Male,2,
204835,29.0,Salaried,Female,3,15.0
201183,36.0,Salaried,Male,3,9.0
201882,46.0,Small Business,Female,2,
201035,31.0,Small Business,Female,3,14.0
201612,38.0,Large Business,Female,2,
201726,42.0,Small Business,Female,2,8.0
201599,49.0,Small Business,Female,3,26.0
203811,28.0,Large Business,Male,3,9.0
200302,28.0,Small Business,Male,3,22.0
202487,28.0,Salaried,Male,3,15.0
203235,36.0,Large Business,Male,3,11.0
204370,32.0,Salaried,Male,3,14.0
204198,27.0,Small Business,Male,3,18.0
203731,43.0,Small Business,Male,4,20.0
204783,47.0,Salaried,Male,3,22.0
203840,54.0,Salaried,Male,4,31.0
201128,36.0,Salaried,Male,3,12.0
200173,30.0,Small Business,Male,3,15.0
201118,26.0,Salaried,Female,2,9.0
201751,42.0,Salaried,Male,1,6.0
203470,33.0,Small Business,Male,4,14.0
200674,58.0,Large Business,Female,2,11.0
204319,26.0,Small Business,Male,4,10.0
204749,36.0,Large Business,Male,4,15.0
201497,42.0,Small Business,Male,2,14.0
202687,41.0,Large Business,Male,4,31.0
203597,19.0,Small Business,Female,4,10.0
200644,31.0,Salaried,Male,2,17.0
203394,32.0,Salaried,Female,3,9.0
201003,25.0,Large Business,Male,2,6.0
204326,47.0,Small Business,Female,3,25.0
204487,27.0,Large Business,Male,3,15.0
203126,33.0,Salaried,Female,4,7.0
201417,31.0,Salaried,Male,2,8.0
203549,34.0,Salaried,Male,3,15.0
204273,37.0,Small Business,Male,3,10.0
202257,55.0,Salaried,Male,3,8.0
202695,40.0,Large Business,Female,4,9.0
201873,41.0,Small Business,Male,2,6.0
204599,27.0,Small Business,Male,3,7.0
201788,27.0,Salaried,Female,2,11.0
204141,30.0,Small Business,Female,3,7.0
203981,46.0,Salaried,Male,3,14.0
200616,51.0,Small Business,Female,3,32.0
200491,43.0,Small Business,Male,3,15.0
202549,60.0,Salaried,Female,3,9.0
204167,43.0,Salaried,Fe Male,3,24.0
203403,41.0,Salaried,Male,4,9.0
203803,35.0,Small Business,Female,4,10.0
203254,47.0,Small Business,Male,3,10.0
201718,37.62226512226512,Small Business,Female,2,6.0
204403,44.0,Salaried,Male,3,13.0
202297,28.0,Salaried,Male,2,12.0
200149,19.0,Small Business,Female,3,9.0
201749,50.0,Salaried,Male,3,10.0
202450,60.0,Small Business,Female,3,10.0
203233,45.0,Small Business,Male,4,7.0
203865,48.0,Small Business,Female,4,7.0
200523,50.0,Small Business,Male,3,34.0
202946,54.0,Small Business,Fe Male,3,7.0
200052,44.0,Small Business,Female,3,6.0
203197,40.0,Small Business,Female,3,29.0
204561,36.0,Large Business,Male,4,32.0
204580,23.0,Salaried,Female,3,10.0
200263,46.0,Large Business,Female,3,8.0
201532,50.0,Small Business,Female,2,13.0
203280,30.0,Salaried,Female,3,30.0
202489,42.0,Large Business,Female,3,19.0
202169,52.0,Salaried,Male,3,6.0
203912,50.0,Small Business,Male,4,9.0
201119,38.0,Salaried,Male,3,20.0
201174,25.0,Salaried,Male,3,8.0
200249,45.0,Salaried,Male,3,13.0
201616,30.0,Small Business,Male,2,8.0
203664,37.0,Salaried,Female,3,9.0
202558,35.0,Salaried,Female,3,13.0
203051,50.0,Small Business,Female,3,18.0
200005,32.0,Salaried,Male,3,8.0
200964,34.0,Small Business,Female,3,21.0
204454,29.0,Salaried,Female,4,7.0
203456,32.0,Salaried,Female,3,7.0
202100,22.0,Salaried,Male,2,
201455,40.0,Salaried,Male,2,8.0
200656,32.0,Salaried,Male,2,31.0
200737,41.0,Small Business,Female,2,13.0
200877,46.0,Large Business,Male,2,8.0
200008,38.0,Salaried,Male,2,29.0
200943,37.62226512226512,Salaried,Female,2,6.0
203297,20.0,Salaried,Male,3,16.0
203563,39.0,Salaried,Male,4,21.0
202653,47.0,Small Business,Male,4,7.0
202587,31.0,Salaried,Female,4,25.0
202078,55.0,Small Business,Male,2,8.0
201894,57.0,Small Business,Male,2,35.0
200034,24.0,Small Business,Male,3,6.0
204800,31.0,Small Business,Male,4,8.0
203454,56.0,Small Business,Male,3,7.0
201426,32.0,Salaried,Female,2,35.0
202246,20.0,Small Business,Female,2,15.0
200475,26.0,Small Business,Male,3,34.0
202609,51.0,Salaried,Female,3,18.0
203909,37.0,Small Business,Male,3,30.0
202749,37.0,Salaried,Female,3,31.0
203784,37.0,Large Business,Female,4,17.0
204393,25.0,Salaried,Female,3,14.0
204609,38.0,Salaried,Male,3,7.0
202221,50.0,Salaried,Female,3,6.0
203134,32.0,Small Business,Female,3,19.0
200397,25.0,Salaried,Female,2,
202304,34.0,Salaried,Female,3,15.0
200988,41.0,Salaried,Female,3,28.0
204644,31.0,Salaried,Female,4,15.0
201475,32.0,Salaried,Male,3,8.0
201778,58.0,Salaried,Male,2,6.0
202860,39.0,Salaried,Male,3,9.0
202697,43.0,Salaried,Fe Male,3,24.0
202286,39.0,Salaried,Male,3,15.0
202119,53.0,Salaried,Female,3,29.0
203853,41.0,Large Business,Female,4,18.0
201364,28.0,Salaried,Male,2,6.0
204039,27.0,Salaried,Female,3,13.0
204479,24.0,Small Business,Male,4,17.0
201312,31.0,Salaried,Male,2,24.0
200578,38.0,Salaried,Female,3,8.0
201774,39.0,Small Business,Male,2,6.0
200665,47.0,Salaried,Female,3,8.0
203815,57.0,Small Business,Female,3,18.0
201765,42.0,Small Business,Female,3,32.0
204448,54.0,Salaried,Male,3,14.0
201436,21.0,Small Business,Male,2,11.0
202702,52.0,Salaried,Male,4,7.0
203416,19.0,Salaried,Female,4,7.0
202694,38.0,Small Business,Male,4,17.0
201687,29.0,Large Business,Male,2,6.0
200596,35.0,Salaried,Female,2,6.0
202110,24.0,Salaried,Male,2,10.0
202330,22.0,Salaried,Male,2,9.0
201550,30.0,Salaried,Male,2,6.0
201517,37.0,Salaried,Male,3,25.0
201678,40.0,Salaried,Male,3,
201017,27.0,Salaried,Male,3,17.0
200678,48.0,Small Business,Male,2,26.0
201698,35.0,Small Business,Fe Male,3,6.0
202046,27.0,Small Business,Male,2,
200455,33.0,Small Business,Female,3,6.0
201558,37.62226512226512,Salaried,Male,4,8.0
200970,27.0,Small Business,Female,3,17.0
204191,39.0,Small Business,Female,3,14.0
201961,43.0,Small Business,Male,3,15.0
203627,37.0,Salaried,Male,4,10.0
200956,56.0,Salaried,Male,2,14.0
204026,55.0,Salaried,Female,2,33.0
202817,28.0,Small Business,Male,3,7.0
202976,48.0,Small Business,Male,3,21.0
200648,37.0,Small Business,Female,2,27.0
203175,21.0,Small Business,Female,4,18.0
203151,48.0,Small Business,Male,4,23.0
201865,43.0,Small Business,Male,3,27.0
200444,37.62226512226512,Small Business,Female,2,8.0
204721,39.0,Small Business,Male,4,17.0
201909,31.0,Salaried,Male,3,26.0
202642,39.0,Salaried,Male,3,9.0
203976,51.0,Small Business,Female,3,14.0
203202,60.0,Large Business,Male,4,7.0
202546,21.0,Salaried,Female,4,13.0
200156,51.0,Small Business,Male,2,13.0
203310,41.0,Small Business,Male,4,9.0
203700,39.0,Small Business,Female,4,9.0
200762,26.0,Salaried,Male,2,8.0
202312,28.0,Salaried,Female,3,18.0
204676,27.0,Salaried,Male,3,9.0
204204,50.0,Salaried,Female,3,17.0
202503,38.0,Salaried,Male,3,7.0
201291,37.62226512226512,Small Business,Male,2,16.0
203849,32.0,Small Business,Female,3,17.0
204166,30.0,Salaried,Male,3,22.0
200703,38.0,Large Business,Female,2,16.0
200279,50.0,Salaried,Male,3,10.0
202247,21.0,Salaried,Female,2,16.0
201908,35.0,Salaried,Male,3,22.0
200339,27.0,Small Business,Female,2,14.0
201440,36.0,Salaried,Female,3,10.0
203970,36.0,Salaried,Male,4,6.0
203302,54.0,Small Business,Female,3,14.0
201182,36.0,Small Business,Female,2,
203917,34.0,Salaried,Female,3,10.0
204793,61.0,Small Business,Male,3,14.0
204780,41.0,Small Business,Male,4,9.0
204500,25.0,Salaried,Male,3,16.0
202750,33.0,Salaried,Male,4,14.0
200860,22.0,Salaried,Male,2,9.0
204152,33.0,Salaried,Female,3,11.0
202140,27.0,Salaried,Female,3,10.0
201287,42.0,Small Business,Male,3,19.0
200968,36.0,Small Business,Female,2,
200622,32.0,Salaried,Male,3,
202252,30.0,Salaried,Male,2,26.0
201809,27.0,Small Business,Female,2,14.0
202292,37.62226512226512,Salaried,Male,3,8.0
200483,37.62226512226512,Salaried,Male,2,31.0
201940,24.0,Small Business,Male,2,30.0
203714,35.0,Salaried,Fe Male,3,10.0
200551,39.0,Salaried,Female,2,9.0
200699,52.0,Salaried,Male,3,6.0
200563,25.0,Small Business,Female,2,32.0
204788,31.0,Salaried,Male,3,14.0
201142,45.0,Small Business,Female,2,11.0
202907,27.0,Large Business,Male,4,31.0
202868,58.0,Small Business,Male,3,36.0
201807,37.62226512226512,Salaried,Male,1,15.0
202351,32.0,Salaried,Female,2,8.0
200851,56.0,Large Business,Female,3,10.0
203558,49.0,Salaried,Female,4,22.0
203493,31.0,Salaried,Male,4,23.0
203246,34.0,Salaried,Female,2,14.0
203968,27.0,Small Business,Female,3,30.0
201177,50.0,Salaried,Female,2,23.0
204566,38.0,Small Business,Male,3,26.0
203303,30.0,Salaried,Female,4,22.0
203831,30.0,Salaried,Male,3,7.0
203577,44.0,Large Business,Male,3,34.0
201816,41.0,Small Business,Male,3,12.0
203519,33.0,Small Business,Male,2,17.0
200296,18.0,Salaried,Male,2,9.0
203769,43.0,Salaried,Male,3,15.0
203208,29.0,Small Business,Male,4,
200520,48.0,Small Business,Male,2,8.0
201386,26.0,Small Business,Male,3,6.0
200641,32.0,Salaried,Male,2,11.0
204447,41.0,Salaried,Male,3,12.0
201289,38.0,Salaried,Male,3,8.0
202902,41.0,Salaried,Male,3,35.0
203962,47.0,Small Business,Male,4,12.0
201574,37.0,Salaried,Male,3,8.0
204550,36.0,Salaried,Female,4,32.0
203985,30.0,Salaried,Male,4,9.0
203172,55.0,Large Business,Female,3,24.0
201513,27.0,Salaried,Male,2,14.0
200853,19.0,Salaried,Male,2,15.0
201466,39.0,Small Business,Male,2,12.0
202910,42.0,Salaried,Female,4,9.0
204057,31.0,Salaried,Female,4,25.0
200536,60.0,Small Business,Male,2,22.0
202053,34.0,Salaried,Female,3,14.0
201260,32.0,Large Business,Male,3,11.0
201712,41.0,Salaried,Male,2,25.0
200413,42.0,Large Business,Female,2,
201396,53.0,Salaried,Male,3,30.0
203874,39.0,Small Business,Female,3,17.0
201374,58.0,Salaried,Female,3,27.0
203944,34.0,Small Business,Male,4,9.0
202762,28.0,Salaried,Female,3,12.0
200239,37.62226512226512,Salaried,Male,3,6.0
202353,33.0,Small Business,Male,2,15.0
201917,35.0,Small Business,Male,2,
204490,28.0,Small Business,Male,3,15.0
202804,58.0,Small Business,Male,3,7.0
204277,34.0,Small Business,Female,3,12.0
202409,32.0,Small Business,Male,2,
200568,55.0,Small Business,Male,3,8.0
202134,36.0,Salaried,Male,3,20.0
200796,37.62226512226512,Large Business,Male,2,10.0
200603,45.0,Salaried,Female,3,8.0
201314,45.0,Salaried,Female,3,8.0
203222,47.0,Salaried,Female,4,15.0
203358,56.0,Small Business,Male,3,15.0
202506,51.0,Small Business,Female,3,14.0
201045,40.0,Small Business,Male,3,8.0
204522,56.0,Small Business,Male,3,9.0
201772,28.0,Small Business,Male,3,22.0
204072,41.0,Small Business,Male,4,11.0
202908,38.0,Large Business,Fe Male,3,7.0
201026,32.0,Small Business,Male,3,13.0
204801,43.0,Small Business,Female,3,33.0
200973,35.0,Small Business,Female,2,6.0
201691,33.0,Small Business,Female,2,10.0
200109,22.0,Small Business,Female,2,21.0
201349,26.0,Salaried,Female,2,6.0
200064,36.0,Large Business,Female,2,14.0
200898,43.0,Salaried,Male,3,9.0
204440,40.0,Large Business,Female,4,9.0
202824,25.0,Small Business,Female,4,17.0
200216,30.0,Small Business,Female,2,32.0
202070,32.0,Salaried,Female,3,10.0
200982,38.0,Salaried,Male,2,13.0
200354,30.0,Large Business,Female,2,
204178,29.0,Salaried,Male,4,9.0
204215,19.0,Small Business,Female,4,
202425,55.0,Small Business,Female,2,15.0
202372,27.0,Small Business,Female,3,8.0
204020,51.0,Salaried,Female,4,7.0
200960,37.62226512226512,Small Business,Female,3,6.0
203032,51.0,Small Business,Male,4,9.0
203198,34.0,Salaried,Female,3,15.0
203514,29.0,Salaried,Male,3,14.0
203269,30.0,Small Business,Male,4,15.0
201108,35.0,Small Business,Male,3,6.0
200861,46.0,Small Business,Female,3,8.0
203724,38.0,Salaried,Male,3,15.0
203115,35.0,Salaried,Male,3,17.0
201170,27.0,Small Business,Male,2,8.0
200099,44.0,Small Business,Male,3,29.0
201763,26.0,Small Business,Male,2,10.0
200707,47.0,Small Business,Male,3,22.0
204174,33.0,Salaried,Male,4,14.0
202934,39.0,Salaried,Female,3,7.0
200299,51.0,Small Business,Male,2,8.0
204886,19.0,Small Business,Male,3,16.0
201635,50.0,Salaried,Female,2,17.0
204668,34.0,Salaried,Female,3,15.0
201366,39.0,Salaried,Female,2,27.0
200201,49.0,Salaried,Male,3,24.0
203113,40.0,Small Business,Male,4,13.0
203352,34.0,Small Business,Male,3,17.0
202192,38.0,Small Business,Male,3,16.0
201853,22.0,Small Business,Female,2,17.0
202396,43.0,Salaried,Male,3,8.0
201761,36.0,Large Business,Male,1,
203435,33.0,Small Business,Male,3,9.0
200715,33.0,Salaried,Female,2,6.0
200456,31.0,Salaried,Male,2,13.0
201127,23.0,Large Business,Male,2,16.0
202379,19.0,Salaried,Male,3,11.0
204859,51.0,Salaried,Male,3,19.0
201293,43.0,Salaried,Male,2,15.0
204830,47.0,Small Business,Male,4,29.0
202265,37.0,Salaried,Female,2,16.0
200561,52.0,Small Business,Male,2,9.0
201138,50.0,Small Business,Male,2,26.0
202400,51.0,Small Business,Female,2,30.0
204325,61.0,Salaried,Female,3,14.0
204095,35.0,Small Business,Female,4,34.0
201030,31.0,Salaried,Male,2,14.0
203324,33.0,Salaried,Female,4,20.0
203974,33.0,Small Business,Male,3,7.0
200276,35.0,Salaried,Female,3,28.0
203794,28.0,Small Business,Fe Male,3,9.0
204488,35.0,Salaried,Female,4,7.0
204031,37.0,Large Business,Female,4,18.0
204645,21.0,Small Business,Female,4,18.0
201974,45.0,Salaried,Female,3,
201566,24.0,Salaried,Female,2,9.0
202189,37.62226512226512,Salaried,Female,2,10.0
202926,32.0,Small Business,Male,3,20.0
203635,32.0,Salaried,Female,4,12.0
200702,30.0,Salaried,Male,3,14.0
201445,41.0,Salaried,Female,2,34.0
200949,39.0,Salaried,Male,2,
202052,40.0,Small Business,Female,2,
201112,38.0,Small Business,Male,2,
204212,37.0,Salaried,Male,3,25.0
204261,48.0,Small Business,Male,4,11.0
202336,40.0,Small Business,Male,3,
201031,46.0,Small Business,Male,2,15.0
202914,25.0,Small Business,Male,3,31.0
204851,40.0,Salaried,Female,4,9.0
201454,45.0,Salaried,Female,2,
203544,36.0,Salaried,Female,4,35.0
201040,40.0,Small Business,Male,2,14.0
200936,45.0,Small Business,Female,2,31.0
203619,40.0,Small Business,Male,4,19.0
203360,47.0,Small Business,Female,3,11.0
200095,54.0,Large Business,Female,2,8.0
201383,36.0,Salaried,Male,3,15.0
201605,36.0,Small Business,Male,2,12.0
203559,35.0,Small Business,Male,3,14.0
202666,38.0,Salaried,Male,3,18.0
200677,49.0,Salaried,Female,2,14.0
203037,37.0,Salaried,Female,3,7.0
200124,31.0,Salaried,Male,3,12.0
201695,59.0,Salaried,Male,3,9.0
202613,33.0,Salaried,Male,3,13.0
201022,37.62226512226512,Large Business,Male,2,11.0
201050,37.62226512226512,Small Business,Female,3,15.0
201946,24.0,Salaried,Male,3,23.0
200575,54.0,Small Business,Female,3,25.0
204570,33.0,Salaried,Male,3,32.0
204630,42.0,Small Business,Male,4,16.0
201900,35.0,Salaried,Male,2,28.0
200832,37.0,Small Business,Female,2,31.0
203041,43.0,Salaried,Female,3,7.0
201748,26.0,Salaried,Female,2,6.0
201648,46.0,Small Business,Female,3,6.0
200822,37.62226512226512,Salaried,Male,3,8.0
202811,51.0,Large Business,Male,4,17.0
202564,31.0,Salaried,Male,4,30.0
204887,36.0,Salaried,Male,4,14.0
201198,33.0,Salaried,Female,2,22.0
201381,28.0,Small Business,Male,2,22.0
201277,46.0,Small Business,Male,2,8.0
200240,39.0,Small Business,Female,3,6.0
200629,28.0,Small Business,Male,3,14.0
200692,32.0,Small Business,Female,3,9.0
204192,27.0,Salaried,Female,3,7.0
