CUSTOMER_ID,AGE,OCCUPATION,GENDER,FAMILY_SIZE,DURATION_OF_STAY,PACKAGE_CHOSEN
200614,26.0,2,1,2,11.0,Basic
200615,27.0,2,0,2,9.0,Basic
200616,51.0,2,1,3,32.0,Super Deluxe
200617,44.0,2,0,2,10.0,Deluxe
200618,37.62226512226512,2,0,3,8.0,Basic
200619,37.62226512226512,2,0,2,6.0,Deluxe
200620,35.0,2,1,2,33.0,Basic
200621,36.0,1,0,2,6.0,Deluxe
200622,32.0,1,0,3,15.490834591330602,Deluxe
200623,37.62226512226512,1,0,3,11.0,Basic
200624,53.0,2,1,3,13.0,Standard
200625,45.0,2,0,3,15.0,Standard
200626,32.0,2,1,3,14.0,Deluxe
200627,52.0,2,1,2,31.0,Super Deluxe
200628,37.0,2,0,3,22.0,Deluxe
200629,28.0,2,0,3,14.0,Basic
200630,22.0,1,0,2,15.490834591330602,Deluxe
200631,44.0,1,0,3,14.0,Basic
200632,42.0,2,0,2,8.0,Basic
200633,36.0,1,0,3,14.0,Basic
200634,37.62226512226512,1,0,3,9.0,Deluxe
200635,35.0,1,1,3,15.0,Standard
200636,35.0,1,1,3,31.0,Basic
200637,32.0,1,0,3,6.0,Basic
200638,25.0,2,0,2,15.490834591330602,Deluxe
200639,37.62226512226512,3,1,2,6.0,Basic
200640,24.0,1,0,2,10.0,Basic
200641,32.0,1,0,2,11.0,Deluxe
200642,38.0,2,0,3,15.0,Basic
200643,42.0,1,1,3,9.0,Deluxe
200644,31.0,1,0,2,17.0,Basic
200645,29.0,2,1,2,6.0,Basic
200646,53.0,2,0,3,14.0,Super Deluxe
200647,35.0,3,0,3,31.0,Standard
200648,37.0,2,1,2,27.0,Basic
200649,53.0,1,1,3,29.0,Super Deluxe
200650,43.0,1,1,2,6.0,Deluxe
200651,47.0,2,1,2,15.490834591330602,Deluxe
200652,37.0,2,0,2,25.0,Standard
200653,50.0,1,0,3,8.0,Super Deluxe
200654,39.0,1,1,2,8.0,Deluxe
200655,33.0,1,0,2,9.0,Basic
200656,32.0,1,0,2,31.0,Basic
200657,29.0,2,1,3,13.0,Basic
200658,44.0,1,0,3,15.0,Basic
200659,28.0,2,0,3,11.0,Deluxe
200660,58.0,1,0,2,8.0,Basic
200661,43.0,1,1,2,15.490834591330602,Deluxe
200662,20.0,2,1,2,8.0,Basic
200663,21.0,1,1,3,24.0,Basic
200664,36.0,1,0,3,20.0,Deluxe
200665,47.0,1,1,3,8.0,Basic
200666,37.62226512226512,1,1,2,9.0,Deluxe
200667,41.0,1,1,2,8.0,Basic
200668,28.0,2,1,3,15.0,Basic
200669,39.0,2,0,3,12.0,Basic
200670,27.0,1,1,3,10.0,Basic
200671,34.0,1,0,2,16.0,Basic
200672,42.0,2,1,3,20.0,Deluxe
200673,33.0,1,0,3,6.0,Basic
200674,58.0,3,1,2,11.0,Standard
200675,31.0,1,0,2,13.0,Basic
200676,37.62226512226512,1,1,2,27.0,Deluxe
200677,49.0,1,1,2,14.0,Standard
200678,48.0,2,0,2,26.0,Basic
200679,31.0,2,1,2,26.0,Deluxe
200680,36.0,1,0,3,15.490834591330602,Basic
200681,38.0,3,1,3,6.0,Standard
200682,32.0,1,1,3,6.0,Basic
200683,25.0,2,0,2,25.0,Basic
200684,40.0,2,0,3,16.0,Standard
200685,26.0,2,0,2,15.490834591330602,Deluxe
200686,41.0,2,0,2,15.490834591330602,Basic
200687,36.0,2,0,3,8.0,Basic
200688,19.0,1,0,2,27.0,Basic
200689,20.0,3,0,2,10.0,Basic
200690,31.0,2,1,2,18.0,Deluxe
200691,37.62226512226512,2,0,2,15.0,Basic
200692,32.0,2,1,3,9.0,Deluxe
200693,36.0,1,0,2,9.0,Standard
200694,33.0,1,1,2,6.0,Deluxe
200695,37.0,1,0,2,6.0,Standard
200696,45.0,1,0,2,15.490834591330602,Deluxe
200697,29.0,3,1,2,26.0,Basic
200698,35.0,2,1,2,15.490834591330602,Deluxe
200699,52.0,1,0,3,6.0,Super Deluxe
200700,58.0,3,0,2,8.0,Basic
200701,53.0,2,0,2,8.0,Super Deluxe
200702,30.0,1,0,3,14.0,Standard
200703,38.0,3,1,2,16.0,Deluxe
200704,35.0,1,0,3,9.0,Standard
200705,39.0,1,0,2,8.0,Standard
200706,40.0,1,1,3,30.0,Super Deluxe
200707,47.0,2,0,3,22.0,Deluxe
200708,36.0,3,0,2,14.0,Deluxe
200709,31.0,2,0,2,15.0,Basic
200710,33.0,1,0,2,23.0,Super Deluxe
200711,29.0,1,1,3,16.0,Basic
200712,37.62226512226512,1,1,2,19.0,Basic
200713,45.0,2,1,3,6.0,Basic
200714,50.0,2,0,3,6.0,Super Deluxe
200715,33.0,1,1,2,6.0,Deluxe
200716,41.0,2,0,3,15.0,King
200717,27.0,3,1,2,22.0,Basic
200718,37.62226512226512,1,0,2,29.0,Deluxe
200719,37.62226512226512,1,1,2,10.0,Deluxe
200720,30.0,1,1,2,28.0,Basic
200721,50.0,1,0,3,30.0,Super Deluxe
200722,38.0,2,0,3,16.0,Basic
200723,46.0,2,0,3,13.0,Standard
200724,24.0,2,1,2,15.490834591330602,Deluxe
200725,37.62226512226512,1,0,2,20.0,Basic
200726,37.62226512226512,1,1,3,6.0,Deluxe
200727,18.0,1,0,3,11.0,Basic
200728,54.0,3,1,2,23.0,Standard
200729,35.0,2,1,2,31.0,Standard
200730,30.0,1,1,3,14.0,Standard
200731,20.0,2,1,3,17.0,Basic
200732,30.0,2,1,2,11.0,Basic
200733,26.0,2,0,2,8.0,Deluxe
200734,22.0,1,0,3,14.0,Basic
200735,48.0,1,0,3,15.490834591330602,Deluxe
200736,48.0,1,0,3,10.0,Standard
200737,41.0,2,1,2,13.0,Deluxe
200738,39.0,1,1,3,6.0,Super Deluxe
200739,27.0,1,1,2,8.0,Deluxe
200740,37.62226512226512,1,0,2,16.0,Basic
200741,42.0,2,0,2,11.0,King
200742,50.0,1,0,3,15.0,Basic
200743,59.0,1,1,3,8.0,Super Deluxe
200744,37.0,2,1,3,15.490834591330602,Deluxe
200745,55.0,2,0,3,24.0,Deluxe
200746,41.0,1,1,2,13.0,King
200747,38.0,1,0,2,9.0,Deluxe
200748,26.0,2,0,3,35.0,Deluxe
200749,52.0,2,1,2,8.0,King
200750,44.0,2,1,2,34.0,Super Deluxe
200751,50.0,1,1,3,6.0,Deluxe
200752,36.0,1,1,2,22.0,Basic
200753,39.0,2,1,2,28.0,Standard
200754,33.0,1,1,2,14.0,Basic
200755,45.0,1,1,2,17.0,Super Deluxe
200756,37.62226512226512,2,1,3,35.0,Basic
200757,34.0,2,0,3,6.0,Deluxe
200758,59.0,3,0,3,6.0,Standard
200759,45.0,2,0,2,30.0,Basic
200760,53.0,2,1,2,8.0,Standard
200761,36.0,1,0,2,15.490834591330602,Deluxe
200762,26.0,1,0,2,8.0,Basic
200763,34.0,1,1,2,16.0,Basic
200764,28.0,2,0,3,16.0,Basic
200765,38.0,1,0,2,9.0,Basic
200766,50.0,2,0,3,8.0,King
200767,37.62226512226512,1,1,2,9.0,Deluxe
200768,40.0,2,0,3,32.0,Deluxe
200769,26.0,2,1,3,6.0,Basic
200770,46.0,2,0,2,6.0,King
200771,54.0,1,1,2,8.0,Standard
200772,56.0,2,1,3,15.0,Basic
200773,36.0,2,1,2,18.0,Standard
200774,55.0,2,0,2,8.0,Super Deluxe
200775,43.0,2,0,3,31.0,Standard
200776,20.0,2,1,2,15.0,Basic
200777,21.0,1,1,2,16.0,Basic
200778,46.0,1,1,3,15.490834591330602,Deluxe
200779,51.0,1,0,2,10.0,Basic
200780,28.0,3,0,3,30.0,Standard
200781,37.62226512226512,2,0,2,6.0,Basic
200782,30.0,1,0,2,26.0,Deluxe
200783,37.62226512226512,3,1,2,13.0,Basic
200784,38.0,1,1,3,23.0,Standard
200785,40.0,3,0,3,26.0,Standard
200786,27.0,1,0,2,15.490834591330602,Basic
200787,55.0,1,0,3,8.0,Standard
200788,37.62226512226512,1,1,2,16.0,Deluxe
200789,44.0,2,0,3,6.0,Standard
200790,33.0,1,0,2,11.0,Standard
200791,35.0,3,0,2,10.0,Standard
200792,33.0,2,1,2,15.490834591330602,Deluxe
200793,28.0,1,0,2,21.0,Basic
200794,34.0,1,0,2,9.0,Deluxe
200795,37.0,1,1,2,16.0,Deluxe
200796,37.62226512226512,3,0,2,10.0,Basic
200797,26.0,2,0,2,27.0,Basic
200798,33.0,2,0,2,31.0,Basic
200799,42.0,2,0,2,8.0,Super Deluxe
200800,28.0,2,0,2,6.0,Basic
200801,50.0,1,0,2,15.490834591330602,Deluxe
200802,33.0,1,1,1,15.490834591330602,Deluxe
200803,34.0,1,0,2,9.0,Basic
200804,48.0,2,0,2,6.0,Super Deluxe
200805,45.0,1,1,3,15.0,Deluxe
200806,52.0,1,0,2,13.0,Standard
200807,38.0,2,0,3,16.0,Standard
200808,29.0,1,1,3,34.0,Basic
200809,28.0,2,1,3,9.0,Standard
200810,46.0,2,0,2,9.0,Super Deluxe
200811,38.0,2,0,2,8.0,Standard
200812,43.0,1,1,2,33.0,Standard
200813,39.0,1,0,2,8.0,Super Deluxe
200814,40.0,2,0,2,20.0,King
200815,21.0,3,1,3,6.0,Basic
200816,39.0,1,0,3,15.0,Deluxe
200817,36.0,1,0,3,24.0,Deluxe
200818,31.0,1,0,3,26.0,Basic
200819,28.0,1,0,3,8.0,Basic
200820,35.0,2,0,2,17.0,Deluxe
200821,49.0,3,0,2,14.0,Super Deluxe
200822,37.62226512226512,1,0,3,8.0,Deluxe
200823,29.0,1,1,3,16.0,Basic
200824,42.0,2,0,2,15.490834591330602,Deluxe
200825,29.0,2,0,3,14.0,Deluxe
200826,38.0,1,0,2,6.0,Basic
200827,28.0,1,0,2,12.0,Basic
200828,18.0,2,0,3,14.0,Basic
200829,33.0,2,1,3,15.0,Deluxe
200830,41.0,1,0,2,15.490834591330602,Basic
200831,31.0,2,0,3,21.0,Basic
200832,37.0,2,1,2,31.0,Deluxe
200833,27.0,1,0,2,12.0,Basic
200834,34.0,1,1,3,15.0,Deluxe
200835,35.0,3,0,3,15.490834591330602,Basic
200836,29.0,1,1,2,29.0,Standard
200837,40.0,2,1,2,15.0,Standard
200838,42.0,1,0,2,18.0,Super Deluxe
200839,42.0,2,0,2,10.0,Deluxe
200840,35.0,2,0,2,6.0,Basic
200841,37.62226512226512,2,0,2,30.0,Basic
200842,28.0,1,1,3,18.0,Basic
200843,26.0,2,0,2,15.490834591330602,Basic
200844,30.0,2,0,3,16.0,Deluxe
200845,40.0,2,1,3,15.490834591330602,Deluxe
200846,35.0,1,0,2,8.0,Standard
200847,34.0,2,0,3,6.0,Deluxe
200848,35.0,1,0,2,10.0,Basic
200849,43.0,2,1,2,15.0,Deluxe
200850,32.0,1,1,3,8.0,Basic
200851,56.0,3,1,3,10.0,King
200852,29.0,2,1,2,12.0,Basic
200853,19.0,1,0,2,15.0,Basic
200854,45.0,2,1,2,15.490834591330602,Basic
200855,37.0,1,1,2,6.0,Deluxe
200856,20.0,1,0,2,9.0,Basic
200857,44.0,1,0,3,16.0,Basic
200858,53.0,2,1,2,13.0,King
200859,29.0,1,1,3,21.0,Basic
200860,22.0,1,0,2,9.0,Basic
200861,46.0,2,1,3,8.0,Super Deluxe
200862,44.0,1,0,3,23.0,Basic
200863,37.62226512226512,1,0,2,8.0,Basic
200864,41.0,1,0,3,11.0,Basic
200865,37.62226512226512,1,0,3,35.0,Deluxe
200866,40.0,2,0,3,15.490834591330602,Deluxe
200867,50.0,2,1,1,8.0,Super Deluxe
200868,28.0,2,0,3,25.0,Basic
200869,46.0,1,0,2,21.0,King
200870,35.0,1,0,3,23.0,Deluxe
200871,24.0,1,1,3,23.0,Basic
200872,33.0,2,1,2,15.490834591330602,Deluxe
200873,36.0,1,0,2,12.0,Basic
200874,37.62226512226512,1,0,2,13.0,Deluxe
200875,44.0,1,0,2,15.490834591330602,Deluxe
200876,20.0,2,0,2,27.0,Basic
200877,46.0,3,0,2,8.0,Deluxe
200878,42.0,2,0,3,8.0,Deluxe
200879,60.0,2,0,2,13.0,Deluxe
200880,32.0,1,1,3,19.0,Basic
200881,32.0,1,1,2,8.0,Deluxe
200882,36.0,3,1,3,6.0,Standard
200883,33.0,2,0,2,15.0,Basic
200884,40.0,3,1,2,16.0,Deluxe
200885,25.0,1,0,2,16.0,Deluxe
200886,37.62226512226512,2,0,3,6.0,Basic
200887,42.0,2,1,2,32.0,Standard
200888,35.0,2,1,3,14.0,Standard
200889,27.0,1,0,2,20.0,Basic
200890,54.0,1,1,2,6.0,Standard
200891,44.0,1,1,3,8.0,Basic
200892,19.0,2,1,3,16.0,Basic
200893,37.62226512226512,1,1,3,6.0,Basic
200894,54.0,1,0,2,9.0,Super Deluxe
200895,31.0,2,0,3,17.0,Deluxe
200896,31.0,2,1,3,30.0,Deluxe
200897,59.0,1,1,2,9.0,Deluxe
200898,43.0,1,0,3,9.0,King
200899,49.0,2,0,2,10.0,King
200900,37.62226512226512,3,0,2,9.0,Basic
200901,48.0,3,0,3,8.0,Basic
200902,27.0,1,0,3,10.0,Basic
200903,29.0,1,0,2,13.0,Deluxe
200904,48.0,1,0,3,6.0,King
200905,29.0,1,1,2,6.0,Super Deluxe
200906,34.0,3,1,2,26.0,Basic
200907,44.0,2,0,2,11.0,King
200908,33.0,2,0,2,16.0,Standard
200909,19.0,1,1,2,31.0,Basic
200910,23.0,1,0,2,6.0,Basic
200911,25.0,1,0,3,30.0,Basic
200912,26.0,1,0,2,10.0,Basic
200913,45.0,2,1,3,8.0,King
200914,55.0,2,0,2,14.0,Super Deluxe
200915,21.0,1,1,2,16.0,Basic
200916,46.0,2,1,2,10.0,King
200917,34.0,2,1,2,15.490834591330602,Deluxe
200918,51.0,1,0,2,15.0,King
200919,59.0,2,0,3,24.0,Standard
200920,34.0,2,1,2,15.490834591330602,Deluxe
200921,28.0,2,0,2,6.0,Basic
200922,44.0,1,0,3,10.0,King
200923,34.0,1,0,2,15.490834591330602,Deluxe
200924,37.62226512226512,1,0,3,12.0,Basic
200925,42.0,2,1,3,13.0,Deluxe
200926,43.0,2,1,2,10.0,Standard
200927,36.0,1,1,2,8.0,Deluxe
200928,44.0,2,1,3,21.0,Standard
200929,37.62226512226512,1,0,2,8.0,Basic
200930,51.0,2,1,2,12.0,Basic
200931,30.0,2,1,3,15.490834591330602,Deluxe
200932,29.0,3,1,2,13.0,Basic
200933,28.0,3,0,2,6.0,Basic
200934,25.0,2,1,2,6.0,Basic
200935,32.0,2,0,2,14.0,Deluxe
200936,45.0,2,1,2,31.0,King
200937,39.0,2,1,3,19.0,Super Deluxe
200938,58.0,1,0,2,29.0,Basic
200939,32.0,1,0,3,15.490834591330602,Deluxe
200940,37.62226512226512,2,0,3,29.0,Basic
200941,30.0,3,1,2,15.490834591330602,Deluxe
200942,36.0,3,1,3,16.0,Standard
200943,37.62226512226512,1,1,2,6.0,Basic
200944,28.0,1,1,2,6.0,Deluxe
200945,50.0,1,1,2,34.0,Super Deluxe
200946,40.0,2,0,2,31.0,Standard
200947,52.0,1,0,3,11.0,Standard
200948,30.0,2,1,3,23.0,Standard
200949,39.0,1,0,2,15.490834591330602,Deluxe
200950,31.0,1,1,2,8.0,Standard
200951,41.0,2,0,2,16.0,Deluxe
200952,31.0,1,1,2,6.0,Basic
200953,44.0,1,0,2,9.0,Basic
200954,42.0,1,0,2,8.0,Super Deluxe
200955,55.0,2,1,2,8.0,King
200956,56.0,1,0,2,14.0,King
200957,37.62226512226512,1,0,3,22.0,Basic
200958,34.0,1,0,2,15.0,Standard
200959,40.0,1,0,3,15.490834591330602,Deluxe
200960,37.62226512226512,2,1,3,6.0,Deluxe
200961,35.0,1,0,2,15.490834591330602,Deluxe
200962,51.0,1,0,2,11.0,Super Deluxe
200963,38.0,1,1,2,8.0,Deluxe
200964,34.0,2,1,3,21.0,Deluxe
200965,37.62226512226512,2,0,3,25.0,Basic
200966,58.0,2,1,2,13.0,Standard
200967,40.0,1,0,2,6.0,Basic
200968,36.0,2,1,2,15.490834591330602,Deluxe
200969,48.0,1,0,2,10.0,Standard
200970,27.0,2,1,3,17.0,Basic
200971,51.0,3,1,2,17.0,Super Deluxe
200972,18.0,1,1,3,6.0,Basic
200973,35.0,2,1,2,6.0,Deluxe
200974,27.0,1,0,2,8.0,Deluxe
200975,55.0,2,0,2,19.0,Super Deluxe
200976,56.0,1,0,3,29.0,Super Deluxe
200977,34.0,3,1,3,32.0,Basic
200978,40.0,2,1,2,8.0,Deluxe
200979,34.0,2,0,2,35.0,Deluxe
200980,31.0,1,1,2,8.0,Basic
200981,35.0,2,1,3,15.490834591330602,Deluxe
200982,38.0,1,0,2,13.0,Basic
200983,34.0,3,1,3,8.0,Deluxe
200984,28.0,1,0,2,15.490834591330602,Deluxe
200985,31.0,2,0,3,28.0,Deluxe
200986,39.0,1,0,2,27.0,Deluxe
200987,51.0,2,0,2,8.0,Standard
200988,41.0,1,1,3,28.0,Deluxe
200989,37.0,1,0,2,10.0,Basic
200990,33.0,1,0,3,11.0,Deluxe
200991,37.62226512226512,2,0,2,8.0,Deluxe
200992,39.0,1,0,3,31.0,Standard
200993,25.0,1,0,3,24.0,Deluxe
200994,52.0,2,1,2,34.0,Super Deluxe
200995,37.62226512226512,2,1,3,12.0,Deluxe
200996,27.0,2,1,3,16.0,Deluxe
200997,27.0,1,1,2,23.0,Basic
200998,37.62226512226512,2,0,2,8.0,Basic
200999,42.0,1,1,2,16.0,Super Deluxe
201000,52.0,1,1,2,14.0,Basic
201001,37.62226512226512,2,1,3,17.0,Basic
201002,35.0,1,0,2,24.0,Standard
201003,25.0,3,0,2,6.0,Basic
201004,37.62226512226512,1,0,3,13.0,Basic
201005,29.0,1,0,2,23.0,Standard
201006,49.0,1,0,3,15.490834591330602,Deluxe
201007,29.0,1,1,2,20.0,Standard
201008,54.0,2,1,2,6.0,Super Deluxe
201009,58.0,2,1,3,6.0,King
201010,55.0,2,0,2,6.0,Super Deluxe
201011,36.0,2,1,2,9.0,Deluxe
201012,31.0,1,1,2,6.0,Basic
201013,30.0,2,1,3,15.490834591330602,Deluxe
201014,31.0,1,1,3,14.0,Super Deluxe
201015,34.0,1,0,3,6.0,Basic
201016,31.0,1,1,2,14.0,Basic
201017,27.0,1,0,3,17.0,Basic
201018,36.0,1,0,2,10.0,Deluxe
201019,36.0,2,1,3,22.0,Deluxe
201020,37.62226512226512,3,0,3,6.0,Basic
201021,25.0,1,0,3,15.490834591330602,Basic
201022,37.62226512226512,3,0,2,11.0,Basic
201023,56.0,1,1,2,6.0,Basic
201024,47.0,2,1,2,8.0,Super Deluxe
201025,37.62226512226512,2,1,2,10.0,Deluxe
201026,32.0,2,0,3,13.0,Deluxe
201027,34.0,1,1,2,6.0,Basic
201028,41.0,2,0,2,11.0,Basic
201029,37.62226512226512,1,0,2,15.0,Deluxe
201030,31.0,1,0,2,14.0,Standard
201031,46.0,2,0,2,15.0,Standard
201032,37.62226512226512,1,1,2,8.0,Basic
201033,31.0,1,1,3,6.0,Standard
201034,45.0,2,0,3,26.0,Standard
201035,31.0,2,1,3,14.0,Basic
201036,37.62226512226512,1,0,3,8.0,Basic
201037,45.0,3,0,2,35.0,Standard
201038,48.0,2,0,3,13.0,Deluxe
201039,34.0,3,1,2,15.0,Basic
201040,40.0,2,0,2,14.0,Standard
201041,28.0,2,0,2,11.0,Deluxe
201042,44.0,1,0,2,11.0,Basic
201043,53.0,2,0,2,8.0,Super Deluxe
201044,49.0,3,0,3,11.0,Deluxe
201045,40.0,2,0,3,8.0,Basic
201046,37.62226512226512,1,0,2,26.0,Basic
201047,33.0,2,0,2,15.490834591330602,Deluxe
201048,34.0,1,0,2,15.490834591330602,Deluxe
201049,30.0,1,0,3,22.0,Deluxe
201050,37.62226512226512,2,1,3,15.0,Basic
201051,44.0,2,1,3,15.490834591330602,Deluxe
201052,30.0,3,0,3,13.0,Basic
201053,57.0,1,0,3,6.0,Deluxe
201054,49.0,1,0,2,13.0,Standard
201055,34.0,2,0,3,21.0,Super Deluxe
201056,28.0,3,0,3,6.0,Basic
201057,29.0,3,1,2,19.0,Deluxe
201058,34.0,2,1,2,15.490834591330602,Deluxe
201059,35.0,1,0,3,13.0,Basic
201060,24.0,2,0,2,15.0,Basic
201061,24.0,1,1,3,19.0,Basic
201062,44.0,2,0,2,8.0,Standard
201063,29.0,1,0,3,25.0,Deluxe
201064,30.0,1,0,2,6.0,Basic
201065,37.62226512226512,1,0,1,10.0,Deluxe
201066,37.62226512226512,2,1,2,10.0,Basic
201067,47.0,2,1,3,15.490834591330602,Deluxe
201068,28.0,2,0,2,8.0,Basic
201069,28.0,1,0,3,6.0,Basic
201070,28.0,1,0,2,15.490834591330602,Deluxe
201071,49.0,2,1,2,15.490834591330602,Deluxe
201072,29.0,1,1,3,8.0,Basic
201073,28.0,1,0,3,35.0,Deluxe
201074,33.0,1,0,3,14.0,Deluxe
201075,32.0,2,0,1,16.0,Standard
201076,54.0,2,1,2,17.0,Super Deluxe
201077,29.0,3,0,3,6.0,Basic
201078,44.0,1,0,2,34.0,Super Deluxe
201079,39.0,1,1,2,12.0,Standard
201080,46.0,1,1,2,9.0,Super Deluxe
201081,35.0,1,1,3,22.0,Standard
201082,23.0,1,0,3,26.0,Deluxe
201083,40.0,1,0,2,15.0,Basic
201084,34.0,3,0,3,6.0,Standard
201085,37.62226512226512,1,1,2,9.0,Basic
201086,50.0,2,0,2,28.0,Super Deluxe
201087,34.0,3,0,2,13.0,Basic
201088,42.0,2,0,3,15.490834591330602,Basic
201089,37.0,2,0,2,15.490834591330602,Deluxe
201090,29.0,1,1,2,14.0,Deluxe
201091,33.0,1,0,2,15.490834591330602,Deluxe
201092,45.0,3,0,3,34.0,Basic
201093,42.0,1,0,2,8.0,Standard
201094,40.0,2,0,2,15.0,Deluxe
201095,33.0,1,0,3,34.0,Deluxe
201096,40.0,2,0,2,12.0,Super Deluxe
201097,24.0,3,0,2,27.0,Basic
201098,37.62226512226512,1,0,3,14.0,Deluxe
201099,45.0,3,0,3,6.0,Standard
201100,35.0,1,1,3,34.0,Basic
201101,32.0,1,1,3,11.0,Deluxe
201102,36.0,1,0,3,8.0,Basic
201103,48.0,1,1,3,22.0,Deluxe
201104,29.0,1,0,3,15.0,Basic
201105,33.0,1,0,2,14.0,Deluxe
201106,30.0,1,0,3,6.0,Deluxe
201107,38.0,1,0,3,16.0,Deluxe
201108,35.0,2,0,3,6.0,Basic
201109,30.0,3,0,2,35.0,Standard
201110,35.0,1,1,3,8.0,Basic
201111,53.0,3,1,3,8.0,Standard
201112,38.0,2,0,2,15.490834591330602,Deluxe
201113,37.62226512226512,3,0,3,6.0,Deluxe
201114,48.0,1,1,3,21.0,Basic
201115,34.0,2,0,2,13.0,Basic
201116,55.0,2,0,2,32.0,King
201117,34.0,1,0,2,6.0,Deluxe
201118,26.0,1,1,2,9.0,Basic
201119,38.0,1,0,3,20.0,Deluxe
201120,37.62226512226512,1,1,2,22.0,Deluxe
201121,36.0,1,1,3,6.0,Deluxe
201122,29.0,2,0,2,15.490834591330602,Basic
201123,35.0,2,1,2,16.0,Deluxe
201124,39.0,2,0,2,12.0,Standard
201125,29.0,1,0,2,8.0,Deluxe
201126,50.0,2,0,2,5.0,King
201127,23.0,3,0,2,16.0,Basic
201128,36.0,1,0,3,12.0,Deluxe
201129,42.0,1,0,3,15.0,King
201130,37.62226512226512,1,0,2,34.0,Deluxe
201131,34.0,3,0,3,16.0,Deluxe
201132,40.0,1,1,2,15.490834591330602,Deluxe
201133,43.0,3,0,2,15.490834591330602,Basic
201134,35.0,1,0,3,13.0,Basic
201135,46.0,1,0,2,6.0,Super Deluxe
201136,28.0,2,0,2,30.0,Basic
201137,22.0,1,1,2,32.0,Basic
201138,50.0,2,0,2,26.0,Super Deluxe
201139,32.0,1,1,2,11.0,Basic
201140,44.0,2,1,2,13.0,King
201141,30.0,2,0,2,13.0,Basic
201142,45.0,2,1,2,11.0,Deluxe
201143,45.0,2,0,2,15.490834591330602,Deluxe
201144,31.0,1,0,2,8.0,Deluxe
201145,36.0,1,1,3,15.490834591330602,Deluxe
201146,34.0,1,0,2,15.490834591330602,Deluxe
201147,49.0,1,1,2,31.0,Basic
201148,39.0,2,0,3,16.0,Deluxe
201149,37.62226512226512,1,0,3,25.0,Basic
201150,35.0,1,0,2,24.0,Deluxe
201151,28.0,2,1,2,33.0,Deluxe
201152,21.0,2,0,3,11.0,Basic
201153,18.0,2,1,3,9.0,Basic
201154,47.0,1,1,3,32.0,King
201155,39.0,2,0,3,9.0,Deluxe
201156,40.0,1,1,3,21.0,Standard
201157,37.62226512226512,1,1,2,14.0,Deluxe
201158,37.0,1,0,2,25.0,Deluxe
201159,39.0,2,1,2,10.0,Deluxe
201160,45.0,1,1,2,8.0,Deluxe
201161,38.0,2,1,2,8.0,Standard
201162,35.0,2,0,2,16.0,Standard
201163,37.62226512226512,2,1,3,16.0,Basic
201164,40.0,1,1,2,22.0,Standard
201165,44.0,1,0,2,6.0,Deluxe
201166,48.0,2,0,2,10.0,Super Deluxe
201167,35.0,2,0,2,21.0,Deluxe
201168,37.62226512226512,3,1,2,8.0,Basic
201169,37.62226512226512,2,1,2,14.0,Basic
201170,27.0,2,0,2,8.0,Basic
201171,40.0,1,0,3,13.0,Basic
201172,29.0,2,0,2,16.0,Deluxe
201173,36.0,1,1,2,11.0,Standard
201174,25.0,1,0,3,8.0,Deluxe
201175,39.0,2,0,3,18.0,Deluxe
201176,49.0,1,1,3,28.0,Super Deluxe
201177,50.0,1,1,2,23.0,Standard
201178,20.0,2,1,2,8.0,Basic
201179,34.0,1,1,3,9.0,Deluxe
201180,36.0,1,0,3,13.0,Basic
201181,49.0,1,1,2,12.0,Super Deluxe
201182,36.0,2,1,2,15.490834591330602,Deluxe
201183,36.0,1,0,3,9.0,Deluxe
201184,54.0,2,1,3,28.0,Super Deluxe
201185,43.0,1,0,3,21.0,Super Deluxe
201186,35.0,1,0,2,15.490834591330602,Deluxe
201187,38.0,1,0,2,15.490834591330602,Deluxe
201188,37.62226512226512,2,0,2,11.0,Deluxe
201189,33.0,2,0,3,8.0,Deluxe
201190,32.0,2,0,2,8.0,Deluxe
201191,31.0,1,1,3,11.0,Deluxe
201192,49.0,2,1,3,22.0,Basic
201193,38.0,2,1,2,8.0,Basic
201194,47.0,1,1,2,8.0,Super Deluxe
201195,49.0,1,0,2,6.0,Super Deluxe
201196,41.0,1,0,3,29.0,Standard
201197,20.0,1,0,2,15.0,Basic
201198,33.0,1,1,2,22.0,Deluxe
201199,36.0,1,0,3,32.0,Deluxe
201200,44.0,1,1,2,6.0,Basic
201201,37.62226512226512,2,0,3,14.0,Basic
201202,38.0,2,1,2,10.0,Basic
201203,53.0,2,0,2,30.0,Standard
201204,48.0,2,1,3,13.0,Basic
201205,32.0,1,0,3,8.0,Basic
201206,26.0,2,0,3,13.0,Basic
201207,37.62226512226512,3,0,3,28.0,Basic
201208,37.62226512226512,2,0,2,11.0,Deluxe
201209,60.0,2,0,3,6.0,Standard
201210,33.0,2,0,3,27.0,Basic
201211,37.0,2,0,2,6.0,Deluxe
201212,34.0,1,1,2,25.0,Basic
201213,23.0,1,0,2,13.0,Basic
201214,44.0,1,1,3,8.0,Standard
201215,35.0,2,0,3,8.0,Basic
201216,43.0,2,0,3,8.0,Deluxe
201217,24.0,2,0,3,15.490834591330602,Basic
201218,41.0,2,0,2,12.0,Standard
201219,29.0,2,1,2,15.0,Basic
201220,36.0,1,1,2,15.490834591330602,Deluxe
201221,45.0,1,0,3,6.0,Standard
201222,24.0,1,0,2,28.0,Basic
201223,47.0,1,0,2,15.0,Super Deluxe
201224,26.0,2,0,3,23.0,Basic
